"Location","Education","TimeFrame","EducationNumber","Population"
"Virginia","Graduate degree",2012-01-01,"684000","4445472"
"Virginia","Not a high school graduate",2011-01-01,"433000","4423269"
"Virginia","High school diploma or GED",2011-01-01,"1993000","4423269"
"Virginia","Associate Degree",2011-01-01,"341000","4423269"
"Virginia","Bachelor's Degree",2011-01-01,"973000","4423269"
"Virginia","Graduate degree",2011-01-01,"668000","4423269"
"Virginia","Not a high school graduate",2010-01-01,"490000","4381558"
"Virginia","High school diploma or GED",2010-01-01,"1970000","4381558"
"Virginia","Associate Degree",2010-01-01,"324000","4381558"
"Virginia","Bachelor's Degree",2010-01-01,"949000","4381558"
"Virginia","Graduate degree",2010-01-01,"648000","4381558"
"Virginia","Not a high school graduate",2015-01-01,"411000","4494129"
"Virginia","High school diploma or GED",2015-01-01,"1969000","4494129"
"Virginia","Associate Degree",2015-01-01,"365000","4494129"
"Virginia","Bachelor's Degree",2015-01-01,"1030000","4494129"
"Virginia","Graduate degree",2015-01-01,"722000","4494129"
"Virginia","Not a high school graduate",2014-01-01,"429000","4480467"
"Virginia","High school diploma or GED",2014-01-01,"1964000","4480467"
"Virginia","Associate Degree",2014-01-01,"349000","4480467"
"Virginia","Bachelor's Degree",2014-01-01,"1008000","4480467"
"Virginia","Graduate degree",2014-01-01,"727000","4480467"
"Virginia","Not a high school graduate",2013-01-01,"422000","4464928"
"Virginia","High school diploma or GED",2013-01-01,"1980000","4464928"
"Virginia","Associate Degree",2013-01-01,"354000","4464928"
"Virginia","Bachelor's Degree",2013-01-01,"1011000","4464928"
"Virginia","Graduate degree",2013-01-01,"689000","4464928"
"Washington","Not a high school graduate",2019-01-01,"337000","4087098"
"Washington","High school diploma or GED",2019-01-01,"1779000","4087098"
"Washington","Associate Degree",2019-01-01,"426000","4087098"
"Washington","Bachelor's Degree",2019-01-01,"967000","4087098"
"Washington","Graduate degree",2019-01-01,"573000","4087098"
"Washington","Not a high school graduate",2018-01-01,"342000","4049323"
"Washington","High school diploma or GED",2018-01-01,"1758000","4049323"
"Washington","Associate Degree",2018-01-01,"434000","4049323"
"Washington","Bachelor's Degree",2018-01-01,"962000","4049323"
"Washington","Graduate degree",2018-01-01,"555000","4049323"
"Washington","Not a high school graduate",2017-01-01,"336000","4002431"
"Washington","High school diploma or GED",2017-01-01,"1778000","4002431"
"Washington","Associate Degree",2017-01-01,"424000","4002431"
"Washington","Bachelor's Degree",2017-01-01,"924000","4002431"
"Washington","Graduate degree",2017-01-01,"523000","4002431"
"Washington","Not a high school graduate",2016-01-01,"351000","3932982"
"Washington","High school diploma or GED",2016-01-01,"1754000","3932982"
"Washington","Associate Degree",2016-01-01,"407000","3932982"
"Washington","Bachelor's Degree",2016-01-01,"896000","3932982"
"Washington","Graduate degree",2016-01-01,"510000","3932982"
"Washington","Not a high school graduate",2012-01-01,"336000","3738129"
"Washington","High school diploma or GED",2012-01-01,"1803000","3738129"
"Washington","Associate Degree",2012-01-01,"392000","3738129"
"Washington","Bachelor's Degree",2012-01-01,"789000","3738129"
"Washington","Graduate degree",2012-01-01,"417000","3738129"
"Washington","Not a high school graduate",2011-01-01,"336000","3719938"
"Washington","High school diploma or GED",2011-01-01,"1774000","3719938"
"Washington","Associate Degree",2011-01-01,"396000","3719938"
"Washington","Bachelor's Degree",2011-01-01,"783000","3719938"
"Washington","Graduate degree",2011-01-01,"432000","3719938"
"Washington","Not a high school graduate",2010-01-01,"342000","3675787"
"Washington","High school diploma or GED",2010-01-01,"1771000","3675787"
"Washington","Associate Degree",2010-01-01,"380000","3675787"
"Washington","Bachelor's Degree",2010-01-01,"772000","3675787"
"Washington","Graduate degree",2010-01-01,"410000","3675787"
"Washington","Not a high school graduate",2015-01-01,"342000","3861239"
"Washington","High school diploma or GED",2015-01-01,"1772000","3861239"
"Washington","Associate Degree",2015-01-01,"399000","3861239"
"Washington","Bachelor's Degree",2015-01-01,"869000","3861239"
"Washington","Graduate degree",2015-01-01,"471000","3861239"
"Washington","Not a high school graduate",2014-01-01,"346000","3801797"
"Washington","High school diploma or GED",2014-01-01,"1753000","3801797"
"Washington","Associate Degree",2014-01-01,"410000","3801797"
"Washington","Bachelor's Degree",2014-01-01,"830000","3801797"
"Washington","Graduate degree",2014-01-01,"453000","3801797"
"Washington","Not a high school graduate",2013-01-01,"352000","3761268"
"Washington","High school diploma or GED",2013-01-01,"1759000","3761268"
"Washington","Associate Degree",2013-01-01,"387000","3761268"
"Washington","Bachelor's Degree",2013-01-01,"823000","3761268"
"Washington","Graduate degree",2013-01-01,"435000","3761268"
"West Virginia","Not a high school graduate",2019-01-01,"94000","912822"
"West Virginia","High school diploma or GED",2019-01-01,"530000","912822"
"West Virginia","Associate Degree",2019-01-01,"83000","912822"
"West Virginia","Bachelor's Degree",2019-01-01,"129000","912822"
"West Virginia","Graduate degree",2019-01-01,"77000","912822"
"West Virginia","Not a high school graduate",2018-01-01,"93000","924450"
"West Virginia","High school diploma or GED",2018-01-01,"540000","924450"
"West Virginia","Associate Degree",2018-01-01,"79000","924450"
"West Virginia","Bachelor's Degree",2018-01-01,"129000","924450"
"West Virginia","Graduate degree",2018-01-01,"78000","924450"
"West Virginia","Not a high school graduate",2017-01-01,"97000","937494"
"West Virginia","High school diploma or GED",2017-01-01,"559000","937494"
"West Virginia","Associate Degree",2017-01-01,"74000","937494"
"West Virginia","Bachelor's Degree",2017-01-01,"125000","937494"
"West Virginia","Graduate degree",2017-01-01,"73000","937494"
"West Virginia","Not a high school graduate",2016-01-01,"110000","950094"
"West Virginia","High school diploma or GED",2016-01-01,"548000","950094"
"West Virginia","Associate Degree",2016-01-01,"80000","950094"
"West Virginia","Bachelor's Degree",2016-01-01,"131000","950094"
"West Virginia","Graduate degree",2016-01-01,"80000","950094"
"West Virginia","Not a high school graduate",2012-01-01,"119000","988513"
"West Virginia","High school diploma or GED",2012-01-01,"592000","988513"
"West Virginia","Associate Degree",2012-01-01,"72000","988513"
"West Virginia","Bachelor's Degree",2012-01-01,"124000","988513"
"West Virginia","Graduate degree",2012-01-01,"77000","988513"
"West Virginia","Not a high school graduate",2011-01-01,"123000","998364"
"West Virginia","High school diploma or GED",2011-01-01,"594000","998364"
"West Virginia","Associate Degree",2011-01-01,"74000","998364"
"West Virginia","Bachelor's Degree",2011-01-01,"130000","998364"
"West Virginia","Graduate degree",2011-01-01,"72000","998364"
"West Virginia","Not a high school graduate",2010-01-01,"127000","999561"
"West Virginia","High school diploma or GED",2010-01-01,"610000","999561"
"West Virginia","Associate Degree",2010-01-01,"67000","999561"
"West Virginia","Bachelor's Degree",2010-01-01,"121000","999561"
"West Virginia","Graduate degree",2010-01-01,"71000","999561"
"West Virginia","Not a high school graduate",2015-01-01,"105000","960590"
"West Virginia","High school diploma or GED",2015-01-01,"580000","960590"
"West Virginia","Associate Degree",2015-01-01,"76000","960590"
"West Virginia","Bachelor's Degree",2015-01-01,"126000","960590"
"West Virginia","Graduate degree",2015-01-01,"76000","960590"
"West Virginia","Not a high school graduate",2014-01-01,"111000","968868"
"West Virginia","High school diploma or GED",2014-01-01,"579000","968868"
"West Virginia","Associate Degree",2014-01-01,"74000","968868"
"West Virginia","Bachelor's Degree",2014-01-01,"129000","968868"
"West Virginia","Graduate degree",2014-01-01,"74000","968868"
"West Virginia","Not a high school graduate",2013-01-01,"122000","978869"
"West Virginia","High school diploma or GED",2013-01-01,"575000","978869"
"West Virginia","Associate Degree",2013-01-01,"77000","978869"
"West Virginia","Bachelor's Degree",2013-01-01,"122000","978869"
"West Virginia","Graduate degree",2013-01-01,"77000","978869"
"Wisconsin","Not a high school graduate",2019-01-01,"198000","2994679"
"Wisconsin","High school diploma or GED",2019-01-01,"1429000","2994679"
"Wisconsin","Associate Degree",2019-01-01,"368000","2994679"
"Wisconsin","Bachelor's Degree",2019-01-01,"680000","2994679"
"Wisconsin","Graduate degree",2019-01-01,"321000","2994679"
"Wisconsin","Not a high school graduate",2018-01-01,"217000","2999928"
"Wisconsin","High school diploma or GED",2018-01-01,"1463000","2999928"
"Wisconsin","Associate Degree",2018-01-01,"370000","2999928"
"Wisconsin","Bachelor's Degree",2018-01-01,"634000","2999928"
"Wisconsin","Graduate degree",2018-01-01,"321000","2999928"
"Wisconsin","Not a high school graduate",2017-01-01,"199000","3000669"
"Wisconsin","High school diploma or GED",2017-01-01,"1466000","3000669"
"Wisconsin","Associate Degree",2017-01-01,"372000","3000669"
"Wisconsin","Bachelor's Degree",2017-01-01,"646000","3000669"
"Wisconsin","Graduate degree",2017-01-01,"319000","3000669"
"Wisconsin","Not a high school graduate",2016-01-01,"212000","3001116"
"Wisconsin","High school diploma or GED",2016-01-01,"1490000","3001116"
"Wisconsin","Associate Degree",2016-01-01,"366000","3001116"
"Wisconsin","Bachelor's Degree",2016-01-01,"629000","3001116"
"Wisconsin","Graduate degree",2016-01-01,"309000","3001116"
"Wisconsin","Not a high school graduate",2012-01-01,"223000","3024823"
"Wisconsin","High school diploma or GED",2012-01-01,"1569000","3024823"
"Wisconsin","Associate Degree",2012-01-01,"350000","3024823"
"Wisconsin","Bachelor's Degree",2012-01-01,"596000","3024823"
"Wisconsin","Graduate degree",2012-01-01,"292000","3024823"
"Wisconsin","Not a high school graduate",2011-01-01,"233000","3034751"
"Wisconsin","High school diploma or GED",2011-01-01,"1604000","3034751"
"Wisconsin","Associate Degree",2011-01-01,"337000","3034751"
"Wisconsin","Bachelor's Degree",2011-01-01,"583000","3034751"
"Wisconsin","Graduate degree",2011-01-01,"282000","3034751"
"Wisconsin","Not a high school graduate",2010-01-01,"232000","3023537"
"Wisconsin","High school diploma or GED",2010-01-01,"1608000","3023537"
"Wisconsin","Associate Degree",2010-01-01,"326000","3023537"
"Wisconsin","Bachelor's Degree",2010-01-01,"572000","3023537"
"Wisconsin","Graduate degree",2010-01-01,"282000","3023537"
"Wisconsin","Not a high school graduate",2015-01-01,"221000","3006833"
"Wisconsin","High school diploma or GED",2015-01-01,"1522000","3006833"
"Wisconsin","Associate Degree",2015-01-01,"361000","3006833"
"Wisconsin","Bachelor's Degree",2015-01-01,"626000","3006833"
"Wisconsin","Graduate degree",2015-01-01,"288000","3006833"
"Wisconsin","Not a high school graduate",2014-01-01,"222000","3014205"
"Wisconsin","High school diploma or GED",2014-01-01,"1527000","3014205"
"Wisconsin","Associate Degree",2014-01-01,"358000","3014205"
"Wisconsin","Bachelor's Degree",2014-01-01,"621000","3014205"
"Wisconsin","Graduate degree",2014-01-01,"294000","3014205"
"Wisconsin","Not a high school graduate",2013-01-01,"227000","3020612"
"Wisconsin","High school diploma or GED",2013-01-01,"1559000","3020612"
"Wisconsin","Associate Degree",2013-01-01,"348000","3020612"
"Wisconsin","Bachelor's Degree",2013-01-01,"608000","3020612"
"Wisconsin","Graduate degree",2013-01-01,"288000","3020612"
"Wyoming","Not a high school graduate",2019-01-01,"15000","294220"
"Wyoming","High school diploma or GED",2019-01-01,"157000","294220"
"Wyoming","Associate Degree",2019-01-01,"36000","294220"
"Wyoming","Bachelor's Degree",2019-01-01,"55000","294220"
"Wyoming","Graduate degree",2019-01-01,"27000","294220"
"Wyoming","Not a high school graduate",2018-01-01,"17000","295640"
"Wyoming","High school diploma or GED",2018-01-01,"162000","295640"
"Wyoming","Associate Degree",2018-01-01,"36000","295640"
"Wyoming","Bachelor's Degree",2018-01-01,"52000","295640"
"Wyoming","Graduate degree",2018-01-01,"29000","295640"
"Wyoming","Not a high school graduate",2017-01-01,"20000","298454"
"Wyoming","High school diploma or GED",2017-01-01,"161000","298454"
"Wyoming","Associate Degree",2017-01-01,"34000","298454"
"Wyoming","Bachelor's Degree",2017-01-01,"53000","298454"
"Wyoming","Graduate degree",2017-01-01,"29000","298454"
"Wyoming","Not a high school graduate",2016-01-01,"18000","302837"
"Wyoming","High school diploma or GED",2016-01-01,"163000","302837"
"Wyoming","Associate Degree",2016-01-01,"39000","302837"
"Wyoming","Bachelor's Degree",2016-01-01,"54000","302837"
"Wyoming","Graduate degree",2016-01-01,"29000","302837"
"Wyoming","Not a high school graduate",2012-01-01,"21000","306528"
"Wyoming","High school diploma or GED",2012-01-01,"172000","306528"
"Wyoming","Associate Degree",2012-01-01,"34000","306528"
"Wyoming","Bachelor's Degree",2012-01-01,"55000","306528"
"Wyoming","Graduate degree",2012-01-01,"24000","306528"
"Wyoming","Not a high school graduate",2011-01-01,"21000","303497"
"Wyoming","High school diploma or GED",2011-01-01,"172000","303497"
"Wyoming","Associate Degree",2011-01-01,"32000","303497"
"Wyoming","Bachelor's Degree",2011-01-01,"52000","303497"
"Wyoming","Graduate degree",2011-01-01,"25000","303497"
"Wyoming","Not a high school graduate",2010-01-01,"17000","302130"
"Wyoming","High school diploma or GED",2010-01-01,"171000","302130"
"Wyoming","Associate Degree",2010-01-01,"37000","302130"
"Wyoming","Bachelor's Degree",2010-01-01,"51000","302130"
"Wyoming","Graduate degree",2010-01-01,"24000","302130"
"Wyoming","Not a high school graduate",2015-01-01,"23000","305036"
"Wyoming","High school diploma or GED",2015-01-01,"168000","305036"
"Wyoming","Associate Degree",2015-01-01,"37000","305036"
"Wyoming","Bachelor's Degree",2015-01-01,"53000","305036"
"Wyoming","Graduate degree",2015-01-01,"26000","305036"
"Wyoming","Not a high school graduate",2014-01-01,"21000","305239"
"Wyoming","High school diploma or GED",2014-01-01,"169000","305239"
"Wyoming","Associate Degree",2014-01-01,"36000","305239"
"Wyoming","Bachelor's Degree",2014-01-01,"56000","305239"
"Wyoming","Graduate degree",2014-01-01,"26000","305239"
"Wyoming","Not a high school graduate",2013-01-01,"16000","307183"
"Wyoming","High school diploma or GED",2013-01-01,"170000","307183"
"Wyoming","Associate Degree",2013-01-01,"36000","307183"
"Wyoming","Bachelor's Degree",2013-01-01,"57000","307183"
"Wyoming","Graduate degree",2013-01-01,"28000","307183"
